iter	MultiClass
181	0.2527314117
182	0.2511859626
183	0.2489278371
184	0.2452927571
185	0.2452920928
186	0.2452914933
187	0.2452909524
188	0.2434931668
189	0.2422131983
190	0.2418280216
191	0.2418276902
192	0.2418273914
193	0.2418271221
194	0.240657383
195	0.2377114323
196	0.2336740676
197	0.2336737915
198	0.233673542
199	0.2336733166
200	0.2310085034
201	0.2310082111
202	0.2310079467
203	0.2284123723
204	0.2252555516
205	0.2247761526
206	0.2247759642
207	0.2234965793
208	0.2231260116
209	0.2225103913
210	0.222510101
211	0.221138743
212	0.220114213
213	0.2201137838
214	0.2201133958
215	0.2169384761
216	0.215421015
217	0.2153344776
218	0.2153340668
219	0.2153336942
220	0.2153333562
221	0.2146512582
222	0.2138144426
223	0.2116533156
224	0.2103090186
225	0.2103087101
226	0.2103084302
227	0.2082919109
228	0.2078017761
229	0.2078014371
230	0.2078011296
231	0.2078008508
232	0.207800598
233	0.2057050127
234	0.2057046712
235	0.2057043614
236	0.2033434285
237	0.2029323016
238	0.2029319717
239	0.2029316718
240	0.2029313993
241	0.2002454327
242	0.2002452232
243	0.1995377532
244	0.1995375852
245	0.1991117048
246	0.1986840238
247	0.1968864608
248	0.1957708077
249	0.1957706699
250	0.1953542322
251	0.1953540635
252	0.1941091421
253	0.1941090079
254	0.1924639765
255	0.1924638504
256	0.1924637362
257	0.1924636328
258	0.191497755
259	0.1896451872
260	0.1891743069
261	0.1881812754
262	0.1868563957
263	0.1859042265
264	0.1848339428
265	0.1828946357
266	0.1828945614
267	0.1823855859
268	0.1823855491
269	0.1823855159
270	0.1823854858
271	0.1817989848
272	0.1803907241
273	0.1795722475
274	0.1795722301
275	0.1786346388
276	0.176113378
277	0.1757265786
278	0.1757264484
279	0.1738402486
280	0.173840163
281	0.1734837581
282	0.1734836371
283	0.1717615642
284	0.1717615044
285	0.17176145
286	0.1714916621
287	0.1712661933
288	0.1712661848
289	0.1712317649
290	0.1712317599
291	0.1712317554
292	0.1712317513
293	0.1707606653
294	0.1707606459
295	0.1707606281
296	0.1703334308
297	0.1696072109
298	0.169607114
299	0.1691364547
300	0.1688929584
301	0.1688928429
302	0.1688927372
303	0.1681098818
304	0.1676742315
305	0.1668005237
306	0.166800367
307	0.1663081126
308	0.1660375947
309	0.166037488
310	0.1652517904
311	0.1652516299
312	0.1640626722
313	0.1630850948
314	0.1629801014
315	0.1629799364
316	0.1629797881
317	0.1629796547
318	0.1629795347
319	0.1629172705
320	0.1629171402
321	0.1620591721
322	0.1605955183
323	0.1594355029
324	0.1594353349
325	0.1594351843
326	0.158798314
327	0.157856068
328	0.1578558849
329	0.1577604733
330	0.1577603607
331	0.1573744465
332	0.1568188673
333	0.1557557435
334	0.1543738683
335	0.1540467933
336	0.1535682007
337	0.1530622503
338	0.1528341682
339	0.1528340371
340	0.1528339201
341	0.1528338156
342	0.1528337222
343	0.1528336388
344	0.1527552023
345	0.1527551358
346	0.1527550764
347	0.1520166422
348	0.1520166107
349	0.1520165826
350	0.150856549
351	0.1508564661
352	0.1508563922
353	0.1507839077
354	0.1507838442
355	0.1507837875
356	0.1507837368
357	0.1507836914
358	0.1507836509
359	0.1507836146
360	0.1507835822
361	0.1507835532
362	0.1487996832
363	0.1479752105
364	0.1479751011
365	0.1479750031
366	0.1475850235
367	0.1474522335
368	0.1474386691
369	0.1474386204
370	0.1473926182
371	0.1472698996
372	0.1472698731
373	0.1472698494
374	0.1470015854
375	0.1469607053
376	0.1469606683
377	0.1469606352
378	0.1467093365
379	0.146709328
380	0.1467093203
381	0.1462310878
382	0.145728494
383	0.1452004741
384	0.1444641803
385	0.144073857
386	0.1435771694
387	0.1435770962
388	0.1433120737
389	0.1425409104
390	0.1420712764
391	0.1418425943
392	0.1418423368
393	0.1410670483
394	0.141066879
395	0.1410667277
396	0.1410665924
397	0.1410091646
398	0.1410090397
399	0.1410089276
400	0.141008827
401	0.1410087368
402	0.1410086557
403	0.1402861996
404	0.1402860899
405	0.139819393
406	0.1396655732
407	0.139665502
408	0.1396654378
409	0.1388862663
410	0.1383964154
411	0.1380700695
412	0.1380699933
413	0.138037268
414	0.1371714964
415	0.1371714347
416	0.137171378
417	0.1371713258
418	0.1371712778
419	0.1371712336
420	0.1371711929
421	0.1370887147
422	0.1370886927
423	0.1370886726
424	0.1364073978
425	0.1357556862
426	0.1351334906
427	0.135133473
428	0.13464127
429	0.1341940014
430	0.1338260431
431	0.1338260227
432	0.1338260038
433	0.1334879567
434	0.1330815403
435	0.1330815166
436	0.1327361925
437	0.132565712
438	0.1325656454
439	0.1315667219
440	0.130917417
441	0.130917325
442	0.1306348252
443	0.130634709
444	0.1306346028
445	0.1306345056
446	0.1303896166
447	0.1303895639
448	0.1303895149
449	0.1299122902
450	0.1299121809
451	0.1299016755
452	0.1299016003
453	0.129901531
454	0.1296407105
455	0.1289866868
456	0.1289866013
457	0.1283330881
458	0.128183298
459	0.1281832467
460	0.1279450467
461	0.1279450188
462	0.1273322602
463	0.1271895532
464	0.1270537945
465	0.1268489763
466	0.1267325834
467	0.1264763671
468	0.1260300147
469	0.1259106037
470	0.1259105587
471	0.125190494
472	0.1251904624
473	0.1251904342
474	0.1249607998
475	0.1246186079
476	0.124618582
477	0.124117527
478	0.1241173996
479	0.1234891416
480	0.1234788935
481	0.1229701453
482	0.1223865374
483	0.122386481
484	0.121906056
485	0.1217028305
486	0.121702725
487	0.1217026292
488	0.1217025421
489	0.1214295024
490	0.1214294106
491	0.1212016762
492	0.1211950508
493	0.1211949774
494	0.1209845016
495	0.1209844776
496	0.1208623241
497	0.1203014901
498	0.120301454
499	0.1203014205
500	0.1202078556
501	0.1197601286
502	0.1189395244
503	0.1189395243
504	0.1185304544
505	0.1179563521
506	0.1172708994
507	0.1171549436
508	0.117154937
509	0.1171549308
510	0.1171549251
511	0.1168834342
512	0.1165184025
513	0.1165183953
514	0.1161939397
515	0.1161939292
516	0.1157771654
517	0.1156090751
518	0.1155078412
519	0.1155078219
520	0.1150264847
521	0.1148606418
522	0.1148605929
523	0.1148605484
524	0.114860508
525	0.1144185924
526	0.1144185379
527	0.114418489
528	0.1141271841
529	0.1141271672
530	0.1140291707
531	0.1140291405
532	0.1140291134
533	0.1139311353
534	0.1139311109
535	0.1139310891
536	0.1138363427
537	0.1136815248
538	0.1136815145
539	0.1134660712
540	0.1127993535
541	0.1126339018
542	0.1121472976
543	0.1118858315
544	0.1116486016
545	0.1115840928
546	0.1109493681
547	0.1109493016
548	0.110599904
549	0.1104187538
550	0.1104186915
551	0.1104186355
552	0.1104185854
553	0.1104185403
554	0.1101252068
555	0.1099670079
556	0.1099398212
557	0.1099397286
558	0.1099396452
559	0.10993957
560	0.1098102677
561	0.1098102417
562	0.1097071913
563	0.1097071736
564	0.1094150335
565	0.1092720171
566	0.1092719847
567	0.1092226383
568	0.1090659078
569	0.1090203978
570	0.1089953646
571	0.1089953161
572	0.1089952712
573	0.1089952295
574	0.1089951908
575	0.108995155
576	0.1087621317
577	0.1085878166
578	0.1085878089
579	0.1085878018
580	0.1084519709
581	0.1082982375
582	0.1077787373
583	0.1077787297
584	0.1077787227
585	0.1072485007
586	0.1072337652
587	0.1071592601
588	0.1071592268
589	0.1069263569
590	0.1069263011
591	0.1066532312
592	0.1065605175
593	0.1065604915
594	0.1065604682
595	0.1062942669
596	0.1062942125
597	0.1062123673
598	0.1062123429
599	0.106212321
600	0.1061366402
601	0.1061365963
602	0.106136557
603	0.1060464543
604	0.1059542346
605	0.105954233
606	0.1059542315
607	0.1059542301
608	0.1059107099
609	0.1057214411
610	0.1057214406
611	0.105400108
612	0.1054001075
613	0.105302558
614	0.1051901824
615	0.1047420791
616	0.1045595396
617	0.1044707405
618	0.1044339107
619	0.1041846755
620	0.1041040292
621	0.1034167119
622	0.1033266281
623	0.1033265918
624	0.1031636925
625	0.1030657386
626	0.1030657156
627	0.1030656939
628	0.1026598064
629	0.1022645323
630	0.1020284746
631	0.1020284225
632	0.1017074302
633	0.1016969806
634	0.1015551514
635	0.1015192985
636	0.1014979176
637	0.1014651651
638	0.1014651169
639	0.1014650715
640	0.1013352615
641	0.1013352212
642	0.1013351832
643	0.1011532377
644	0.1008184762
645	0.1008183944
646	0.1008183192
647	0.100737417
648	0.1005700744
649	0.1004559385
650	0.1003159987
651	0.1003159424
652	0.100084745
653	0.1000846325
654	0.1000845299
655	0.1000844362
656	0.1000843506
657	0.1000842724
658	0.1000645666
659	0.09993104684
660	0.09993096755
661	0.09993089542
662	0.09993082975
663	0.09993076993
664	0.09993071539
665	0.09965879597
666	0.09965866094
667	0.0996585387
668	0.09959482546
669	0.09959474669
670	0.09943340276
671	0.09932471419
672	0.09932468543
673	0.09932465848
674	0.09932463321
675	0.09932460951
676	0.09925518904
677	0.09911902982
678	0.09910695749
679	0.09910693745
680	0.09910691872
681	0.09904064607
682	0.09904063211
683	0.09902157232
684	0.09900539027
685	0.09886683332
686	0.09841170378
687	0.09841168977
688	0.09841167682
689	0.09830660682
690	0.09829164612
691	0.09829162856
692	0.0982285476
693	0.09822853576
694	0.09792254409
695	0.0976283404
696	0.09761397044
697	0.09741480239
698	0.09740691397
699	0.09734219486
700	0.09731688754
701	0.09731687793
702	0.09731686929
703	0.09731686151
704	0.09731685452
705	0.09711386173
706	0.09711385971
707	0.09702153636
708	0.09702153168
709	0.0970215274
710	0.09693178649
711	0.09693177428
712	0.09693176314
713	0.09693175296
714	0.09684882489
715	0.09684880492
716	0.0966049505
717	0.09660494373
718	0.09660493748
719	0.09652414709
720	0.09623795212
721	0.09623792383
722	0.09623789834
723	0.09617720028
724	0.09601108694
725	0.09601103696
726	0.09590819253
727	0.09590815867
728	0.09581073364
729	0.0955760069
730	0.09556412884
731	0.09556410793
732	0.09528954604
733	0.0952013128
734	0.09517713606
735	0.09517712009
736	0.09515479685
737	0.09515478417
738	0.09515477263
739	0.09515476211
740	0.0947795807
741	0.0947243254
742	0.09472430234
743	0.09467681494
744	0.09467680352
745	0.09462596437
746	0.09462594891
747	0.09460170952
748	0.09460170043
749	0.09445229252
750	0.09445224781
751	0.09442598548
752	0.09435415918
753	0.09426154486
754	0.09401156514
755	0.09401150207
756	0.09386767263
757	0.09386756616
758	0.09378310231
759	0.09374468564
760	0.09374458807
761	0.09365748842
762	0.09359714762
763	0.09359706103
764	0.09355387601
765	0.09355381921
766	0.09355376697
767	0.09355371886
768	0.09291976839
769	0.0929034372
770	0.09282754796
771	0.0927788001
772	0.09277876776
773	0.0927787371
774	0.09276807898
775	0.09276805588
776	0.092768034
777	0.09264281251
778	0.09264279017
779	0.09264276921
780	0.0925752662
781	0.09257523498
782	0.09252841289
783	0.09252839083
784	0.09252836988
785	0.09252834999
786	0.0924110293
787	0.09217643251
788	0.09212961717
789	0.09190257839
790	0.09164206862
791	0.09164187295
792	0.09137367311
793	0.09013304798
794	0.09013289788
795	0.08997534181
796	0.08961154543
797	0.08961122804
798	0.0895119277
799	0.0893950037
800	0.08939474613
801	0.08939451268
802	0.0893002107
803	0.08929996321
804	0.08919616439
805	0.08911256006
806	0.08900613779
807	0.08893000623
808	0.08881351817
809	0.08869308764
810	0.08859696883
811	0.08850720698
812	0.08850688827
813	0.08850659942
814	0.08842177464
815	0.08824692922
816	0.08817822303
817	0.08802640765
818	0.08802616697
819	0.08785386601
820	0.08770221478
821	0.08763759389
822	0.08752745301
823	0.08724149313
824	0.08721734886
825	0.08721694863
826	0.08719480695
827	0.08719448994
828	0.0871942047
829	0.08719394797
830	0.08719371683
831	0.08709467442
832	0.08692063813
833	0.08692037964
834	0.08675469391
835	0.08675440654
836	0.08675414735
837	0.08647535814
838	0.08644099603
839	0.08644077868
840	0.08644058151
841	0.08644040252
842	0.08643406927
843	0.0864000823
844	0.08598411281
845	0.08598402624
846	0.08594204843
847	0.08571908696
848	0.08563241106
849	0.08563235191
850	0.08563229684
851	0.0856322455
852	0.08546341398
853	0.08546333356
854	0.08542432987
855	0.08542424089
856	0.08541487583
857	0.08540630561
858	0.08540624039
859	0.08528551429
860	0.08528538972
861	0.08518337384
862	0.08518324364
863	0.08490037256
864	0.08484740678
865	0.08452008005
866	0.08440958825
867	0.08425794818
868	0.08418789997
869	0.08418774608
870	0.08412417632
871	0.08409075213
872	0.08409065033
873	0.08403284626
874	0.0839613134
875	0.08396125214
876	0.08396119506
877	0.08396114183
878	0.08396109214
879	0.08396104569
880	0.08366876003
881	0.08356679759
882	0.08356674241
883	0.08356669132
884	0.08356664396
885	0.08356660002
886	0.08349236563
887	0.08349234211
888	0.08349231963
889	0.08343648983
890	0.08343645411
891	0.08343642039
892	0.08323928866
893	0.08317075533
894	0.08317071624
895	0.08310813526
896	0.08310809666
897	0.08279649692
898	0.08279645334
899	0.08279641248
900	0.08269280571
901	0.0826562196
902	0.08265618412
903	0.08265615028
904	0.08265050031
905	0.08234071259
906	0.08230650462
907	0.08230646913
908	0.08218468596
909	0.08218464239
910	0.08218460186
911	0.08218456411
912	0.0820290562
913	0.08202902564
914	0.08202899675
915	0.08202795559
916	0.08202792978
917	0.08189632272
918	0.0818962981
919	0.0818795723
920	0.08184185816
921	0.08179149607
922	0.08179147084
923	0.08176827466
924	0.08165380961
925	0.08165377523
926	0.08161928003
927	0.08161924562
928	0.08161921321
929	0.081585082
930	0.08158503913
931	0.08151267939
932	0.08137474418
933	0.08137113238
934	0.08130664338
935	0.08130661137
936	0.08127531478
937	0.08118104669
938	0.08118100392
939	0.08113291769
940	0.0811328591
941	0.08113280369
942	0.0810071807
943	0.08100713178
944	0.08097030377
945	0.08075777867
946	0.0807577218
947	0.08075766848
948	0.08072501483
949	0.08067024698
950	0.08067021466
951	0.08067018368
952	0.08067015399
953	0.08067012553
954	0.08054907879
955	0.08054904782
956	0.08054901832
957	0.08039465216
958	0.08039458692
959	0.08039452638
960	0.08039447014
961	0.08039441783
962	0.08022582018
963	0.08016300482
964	0.0801629461
965	0.08016289113
966	0.08012728383
967	0.08012724503
968	0.08012720811
969	0.08012717295
970	0.08012713945
971	0.08009423961
972	0.07997226338
973	0.07997223498
974	0.07986071746
975	0.07977873734
976	0.07976953751
977	0.07973797639
978	0.0797378905
979	0.07973781153
980	0.07969595661
981	0.07962537594
982	0.07952227525
983	0.07936626865
984	0.07925033811
985	0.07925017035
986	0.0792500175
987	0.07922095166
988	0.07904309757
989	0.07894598305
990	0.07894574365
991	0.07894552555
992	0.0786895086
993	0.07866623324
994	0.07863095603
995	0.07856510327
996	0.07856495925
997	0.07856460052
998	0.07853458875
999	0.07846464132
1000	0.07846450267
1001	0.07846437555
1002	0.07829920902
1003	0.07829906743
1004	0.07828982278
1005	0.07822813184
1006	0.07813732341
1007	0.07808273957
1008	0.07808259738
1009	0.07808246818
1010	0.07804819311
1011	0.07786675161
1012	0.0778665775
1013	0.07772020837
1014	0.07767776365
1015	0.07758209356
1016	0.07758191117
1017	0.07756190702
1018	0.07755542055
1019	0.07750750939
1020	0.07741048055
1021	0.07741031914
1022	0.07733478294
1023	0.0773345896
1024	0.07733441487
1025	0.07733425688
1026	0.07730562103
1027	0.07726620984
1028	0.07724685237
1029	0.07705930358
1030	0.07699674546
1031	0.07699656066
1032	0.0769612509
1033	0.07680234707
1034	0.07675580108
1035	0.07675561665
1036	0.07675545063
1037	0.07675530114
1038	0.07667315211
1039	0.07667305931
1040	0.07667297576
1041	0.07658263208
1042	0.0765760021
1043	0.07657587074
1044	0.07657575265
1045	0.07654943608
1046	0.07654913796
1047	0.07654907624
1048	0.07654902056
1049	0.0765489703
1050	0.07654892492
1051	0.07653223336
1052	0.0765321854
1053	0.07653214199
1054	0.07653210269
1055	0.07653206707
1056	0.07651319961
1057	0.07651315111
1058	0.07651307112
1059	0.07651303033
1060	0.07645489262
1061	0.07645484043
1062	0.07643009474
1063	0.07643006666
1064	0.07643004091
1065	0.07643001728
1066	0.07625155212
1067	0.07622779434
1068	0.07622777553
1069	0.0762277578
1070	0.07619928257
1071	0.07619926754
1072	0.07619925324
1073	0.07619923961
1074	0.07619922663
1075	0.07614198664
1076	0.07610322919
1077	0.07610319297
1078	0.07610315941
1079	0.07593625189
1080	0.07581729786
1081	0.07578381484
1082	0.07578371269
1083	0.07578361975
1084	0.07578353513
1085	0.075783458
1086	0.07570004301
1087	0.07569996063
1088	0.07569988558
1089	0.07569981715
1090	0.07567293039
1091	0.0755866811
1092	0.07558658523
1093	0.07528660106
1094	0.07525530577
1095	0.07525522287
1096	0.07525514702
1097	0.07517827532
1098	0.07517819489
1099	0.07517812134
1100	0.07517805401
1101	0.07517111846
1102	0.07517106103
1103	0.07498861093
1104	0.07495544707
1105	0.07495531543
1106	0.07473228404
1107	0.07468804415
1108	0.07468794882
1109	0.07468786192
1110	0.07468778261
1111	0.0745671478
1112	0.07455208151
1113	0.07455198805
1114	0.07455190281
1115	0.07451932475
1116	0.07451925105
1117	0.07451918391
1118	0.07448966293
1119	0.07448678909
1120	0.07446465231
1121	0.07446462279
1122	0.07445852693
1123	0.0743232636
1124	0.07426543162
1125	0.07422846302
1126	0.07419307254
1127	0.07417899129
1128	0.07410227494
1129	0.07402483215
1130	0.07397917889
1131	0.07395020616
1132	0.07387603875
1133	0.07387601261
1134	0.07367145559
1135	0.07364992501
1136	0.07363279841
1137	0.07363277693
1138	0.07363275691
1139	0.07360069338
1140	0.07360067591
1141	0.07345453971
1142	0.07339856718
1143	0.07337412268
1144	0.07325574088
1145	0.07325568384
1146	0.07307032171
1147	0.07304846574
1148	0.07304838467
1149	0.07304647849
1150	0.07303623762
1151	0.07303617839
1152	0.0729178076
1153	0.07284102226
1154	0.07284087786
1155	0.0728407474
1156	0.07281226693
1157	0.07281215528
1158	0.07281205441
1159	0.07281196323
1160	0.07268788791
1161	0.07268777755
1162	0.07268767789
1163	0.07268758785
1164	0.07268098688
1165	0.07264103555
1166	0.07264100164
1167	0.07264097074
1168	0.07264094257
1169	0.07261486796
1170	0.07261484295
1171	0.07257736879
1172	0.07257734743
1173	0.07249972153
1174	0.07248010302
1175	0.07238227767
1176	0.0723731778
1177	0.07237316935
1178	0.07237316142
1179	0.07225063438
1180	0.07201477252
1181	0.07190379479
1182	0.07184787891
1183	0.07184786061
1184	0.07167870206
1185	0.07154197833
1186	0.07147660415
1187	0.07147654754
1188	0.07147649065
1189	0.07138148953
1190	0.07138143472
1191	0.07138138504
1192	0.07138133999
1193	0.0713145712
1194	0.07131449507
1195	0.07131442597
1196	0.07131436319
1197	0.07131430611
1198	0.07131425418
1199	0.07129580265
1200	0.071277727
1201	0.07124280797
1202	0.07124277287
1203	0.0712427407
1204	0.07123747571
1205	0.07123744787
1206	0.07115907224
1207	0.07115905755
1208	0.07109406942
1209	0.071065309
1210	0.07095050167
1211	0.07093282157
1212	0.07093276978
1213	0.07093272261
1214	0.07081089747
1215	0.07075420516
1216	0.07075414726
1217	0.0707257041
1218	0.07069189727
1219	0.07069185376
1220	0.07054994618
1221	0.07054989688
1222	0.07053430758
1223	0.07047751435
1224	0.07047747195
1225	0.07047743325
1226	0.07047739789
1227	0.07047736556
1228	0.07041323878
1229	0.07041317089
1230	0.07032257963
1231	0.0701522974
1232	0.07011734783
1233	0.07011726946
1234	0.07011719865
1235	0.07011713463
1236	0.07011707671
1237	0.07011702429
1238	0.07011697682
1239	0.07006088265
1240	0.07006084974
1241	0.0700144468
1242	0.06996324095
1243	0.06996320367
1244	0.06992827508
1245	0.06992823691
1246	0.06992820765
1247	0.06990325503
1248	0.06990324302
1249	0.06990323194
1250	0.06990322172
1251	0.06990321226
1252	0.06985902878
1253	0.06985899825
1254	0.06985153397
1255	0.06977552221
1256	0.06975053579
1257	0.06975049943
1258	0.0697504666
1259	0.06975043695
1260	0.06975041016
1261	0.06974542199
1262	0.06974539867
1263	0.06971474841
1264	0.06971472866
1265	0.06971471078
1266	0.06971469457
1267	0.06957405204
1268	0.06951233795
1269	0.06948119673
1270	0.06946289886
1271	0.06946283482
1272	0.06946277716
1273	0.06946272523
1274	0.06943792072
1275	0.06942576693
1276	0.06933753685
1277	0.0691861851
1278	0.06918597283
1279	0.06907410027
1280	0.0690488432
1281	0.06904862985
1282	0.06904843793
1283	0.06895746031
1284	0.06895729592
1285	0.06895714801
1286	0.06890380491
1287	0.06885521022
1288	0.06885512136
1289	0.06885504131
1290	0.06885496919
1291	0.06883740997
1292	0.06883736943
1293	0.0688373327
1294	0.06882341211
1295	0.06881067231
1296	0.06881063829
1297	0.06876092336
1298	0.06868817079
1299	0.06863802021
1300	0.06863791999
1301	0.06853619267
1302	0.06853608283
1303	0.06853598333
1304	0.06851092443
1305	0.06851083761
1306	0.06851075898
1307	0.06851068774
1308	0.0684826977
1309	0.06846802
1310	0.0684192036
1311	0.06840292313
1312	0.06840282544
1313	0.06833183436
1314	0.0683317218
1315	0.06833161991
1316	0.06801224199
1317	0.06791634213
1318	0.06791625437
1319	0.06790988814
1320	0.06790981458
1321	0.06782016448
1322	0.06774833554
1323	0.06774747227
1324	0.06774742516
1325	0.0677473827
1326	0.06771336167
1327	0.06771330173
1328	0.06767046122
1329	0.06757414544
1330	0.06752208021
1331	0.06738157285
1332	0.0673309822
1333	0.06733078447
1334	0.06733060659
1335	0.06732957691
1336	0.06729162164
1337	0.0672521638
1338	0.06723130219
1339	0.06723123279
1340	0.0672311701
1341	0.06723111344
1342	0.0672310622
1343	0.06721356737
1344	0.06708328061
1345	0.06708322076
1346	0.0670600722
1347	0.06706001725
1348	0.06705996766
1349	0.06704636846
1350	0.0670272972
1351	0.06702727711
1352	0.06701943878
1353	0.06697352411
1354	0.06697349116
1355	0.06697346115
1356	0.06697343379
1357	0.06697340884
1358	0.06697338605
1359	0.06692820708
1360	0.06692819417
1361	0.06692818225
1362	0.06692817124
1363	0.0664396415
1364	0.06621419353
1365	0.06621418396
1366	0.06621417501
1367	0.06621416663
1368	0.06617305466
1369	0.06603831298
1370	0.06603828578
1371	0.06577431618
1372	0.06565609482
1373	0.06565599645
1374	0.06565590736
1375	0.06559005387
1376	0.0655553017
1377	0.06553718482
1378	0.06550161067
1379	0.06547107933
1380	0.06542847754
1381	0.06539433102
1382	0.06536413255
1383	0.06535975585
1384	0.06534779655
1385	0.06528897791
1386	0.06528892646
1387	0.06527473975
1388	0.0652746785
1389	0.06527462238
1390	0.06527457089
1391	0.06527452359
1392	0.06527448008
1393	0.06527444001
1394	0.06527440306
1395	0.06526388621
1396	0.06525415412
1397	0.0652061387
1398	0.0651644802
1399	0.06516444043
1400	0.0651644039
1401	0.06516437031
1402	0.06516433937
1403	0.06513054425
1404	0.06489286671
1405	0.06489283349
1406	0.06483375777
1407	0.06480329581
1408	0.0648032615
1409	0.06479898219
1410	0.06473050518
1411	0.0646767502
1412	0.06465415405
1413	0.06464279548
1414	0.06464276101
1415	0.06464271881
1416	0.06461386606
1417	0.06461383757
1418	0.06461381129
1419	0.06461378701
1420	0.06460033438
1421	0.06460031727
1422	0.06459589628
1423	0.06459588167
1424	0.06457820574
1425	0.06457819636
1426	0.06453704422
1427	0.06453703542
1428	0.06452172277
1429	0.06408295683
1430	0.06407150622
1431	0.06407146362
1432	0.06407145512
1433	0.06404391625
1434	0.06404391011
1435	0.06404390415
1436	0.06404389836
1437	0.06404389274
1438	0.06379610149
1439	0.06379609391
1440	0.06379608668
1441	0.06376373782
1442	0.06376373239
1443	0.06376372713
1444	0.06370549154
1445	0.0636985587
1446	0.06368584739
1447	0.06355904727
1448	0.06355903685
1449	0.0635590272
1450	0.06355901824
1451	0.0635590099
1452	0.06355900214
1453	0.0635589949
1454	0.06355898814
1455	0.06351942914
1456	0.06349542466
1457	0.06348938251
1458	0.06346767513
1459	0.06346767173
1460	0.06346709005
1461	0.06346708741
1462	0.06346708486
1463	0.06343836801
1464	0.063415655
1465	0.06340080303
1466	0.06340079907
1467	0.06330128199
1468	0.06330126842
1469	0.06321643263
1470	0.06321641272
1471	0.0631794602
1472	0.06317942189
1473	0.06313612473
1474	0.06312925532
1475	0.06312923014
1476	0.06312920708
1477	0.06312918592
